Bastiodon,Start:Start:Start:Start:6:10:15:19:24:28:30:36:43:51:58:
411,Tackle:Protect:Taunt:Metal Sound:Taunt:Metal Sound:Take Down:Iron Defense:Swagger:Ancient Power:Block:Endure:Metal Burst:Iron Head:Heavy Slam:Roar:Toxic:Hidden Power:Sunny Day:Taunt:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Smack Down:Thunderbolt:Thunder:Earthquake:Return:Dig:Double Team:Flamethrower:Sandstorm:Fire Blast:Rock Tomb:Torment:Facade:Rest:Attract:Round:Incinerate:Giga Impact:Rock Polish:Stone Edge:Bulldoze:Rock Slide:Swagger:Sleep Talk:Substitute:Flash Cannon:Rock Smash:Confide:Strength:Body Slam:Counter:Curse:Double-Edge:Fissure:Focus Energy:Guard Split:Headbutt:Rock Blast:Scary Face:Screech:Stealth Rock:Wide Guard:Earth Power:Iron Tail:Magic Coat:Magnet Rise:Outrage:Snore:Shock Wave:Secret Power:Avalanche:Captivate:Natural Gift:Mud-slap:
Burmy,Start:10:15:20:
412,Protect:Tackle:Bug Bite:Hidden Power:Hidden Power:Protect:Electroweb:Snore:
Wormadam,Start:10:15:20:23:26:29:32:35:38:41:44:47:
413,Tackle:Protect:Bug Bite:Hidden Power:Confusion:Razor Leaf:Growth:Psybeam:Captivate:Flail:Attract:Psychic:Leaf Storm:Hidden Power:
Mothim,Start:10:15:20:23:26:29:32:35:38:41:44:47:50:
414,Tackle:Protect:Bug Bite:Hidden Power:Confusion:Gust:Poison Powder:Psybeam:Camouflage:Silver Wind:Air Slash:Psychic:Bug Buzz:Quiver Dance:Toxic:Venoshock:Hidden Power:Sunny Day:Hyper Beam:Protect:Rain Dance:Roost:Safeguard:Frustration:Solar Beam:Return:Psychic:Shadow Ball:Double Team:Aerial Ace:Facade:Rest:Attract:Thief:Round:Energy Ball:Acrobatics:Giga Impact:Flash:Struggle Bug:Psych Up:Infestation:Dream Eater:Swagger:Sleep Talk:U-turn:Substitute:Confide:Electroweb:Giga Drain:Signal Beam:Skill Swap:Snore:Tailwind:Secret Power:Endure:Captivate:Natural Gift:Defog:Air Cutter:Ominous Wind:Swift:Mud-slap:Twister:String Shot:
Combee,Start:Start:13:29:
415,Sweet Scent:Gust:Bug Bite:Bug Buzz:Endeavor:Snore:Tailwind:Air Cutter:Ominous Wind:Swift:Mud-slap:String Shot:
Vespiquen,Start:Start:Start:Start:Start:Start:5:9:13:17:21:25:29:33:37:41:45:49:53:57:
416,Fell Stinger:Destiny Bond:Sweet Scent:Gust:Poison Sting:Confuse Ray:Fury Cutter:Pursuit:Fury Swipes:Defend Order:Slash:Power Gem:Heal Order:Toxic:Air Slash:Captivate:Attack Order:Swagger:Destiny Bond:Fell Stinger:Hone Claws:Toxic:Venoshock:Hidden Power:Sunny Day:Hyper Beam:Protect:Rain Dance:Roost:Frustration:Return:Double Team:Sludge Bomb:Aerial Ace:Facade:Rest:Attract:Thief:Round:Fling:Quash:Acrobatics:Giga Impact:Flash:Struggle Bug:X-Scissor:Infestation:Swagger:Sleep Talk:U-turn:Substitute:Confide:Cut:Bug Bite:Endeavor:Signal Beam:Snore:Tailwind:Secret Power:Endure:Silver Wind:Natural Gift:Defog:Air Cutter:Ominous Wind:Swift:Mud-slap:String Shot:
Pachirisu,Start:Start:5:9:13:17:19:21:25:29:33:37:41:45:49:
417,Growl:Bide:Quick Attack:Charm:Spark:Endure:Nuzzle:Swift:Electro Ball:Sweet Kiss:Thunder Wave:Super Fang:Discharge:Last Resort:Hyper Fang:Toxic:Hidden Power:Light Screen:Protect:Rain Dance:Frustration:Thunderbolt:Thunder:Return:Dig:Double Team:Facade:Rest:Attract:Round:Echoed Voice:Fling:Charge Beam:Flash:Volt Switch:Thunder Wave:Grass Knot:Swagger:Sleep Talk:U-turn:Substitute:Confide:Cut:Bestow:Bite:Charge:Covet:Defense Curl:Fake Tears:Flail:Flatter:Follow Me:Ion Deluge:Iron Tail:Rollout:Tail Whip:Gunk Shot:Helping Hand:Magnet Rise:Seed Bomb:Snore:Thunder Punch:Uproar:Shock Wave:Secret Power:Captivate:Natural Gift:Mud-slap:Headbutt:
Buizel,Start:4:7:11:15:18:21:24:27:31:35:38:41:45:
418,Sonic Boom:Growl:Water Sport:Quick Attack:Water Gun:Pursuit:Swift:Aqua Jet:Double Hit:Whirlpool:Razor Wind:Aqua Tail:Agility:Hydro Pump:Toxic:Hail:Bulk Up:Hidden Power:Ice Beam:Blizzard:Protect:Rain Dance:Frustration:Return:Dig:Brick Break:Double Team:Rock Tomb:Facade:Rest:Attract:Round:Echoed Voice:Scald:Swagger:Sleep Talk:Substitute:Rock Smash:Power-Up Punch:Confide:Surf:Strength:Waterfall:Aqua Ring:Aqua Tail:Baton Pass:Double Slap:Fury Cutter:Fury Swipes:Headbutt:Me First:Mud-Slap:Odor Sleuth:Slash:Soak:Switcheroo:Tail Slap:Dive:Ice Punch:Icy Wind:Iron Tail:Snore:Focus Punch:Water Pulse:Secret Power:Brine:Endure:Captivate:Natural Gift:
Floatzel,Start:Start:Start:Start:Start:Start:4:7:11:15:18:21:24:29:35:41:46:51:57:
419,Ice Fang:Crunch:Sonic Boom:Growl:Water Sport:Quick Attack:Growl:Water Sport:Quick Attack:Water Gun:Pursuit:Swift:Aqua Jet:Double Hit:Whirlpool:Razor Wind:Aqua Tail:Agility:Hydro Pump:Roar:Toxic:Hail:Bulk Up:Hidden Power:Taunt:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Return:Dig:Brick Break:Double Team:Rock Tomb:Torment:Facade:Rest:Attract:Round:Echoed Voice:Focus Blast:Scald:Payback:Giga Impact:Swagger:Sleep Talk:Substitute:Rock Smash:Power-Up Punch:Confide:Surf:Strength:Waterfall:Aqua Ring:Aqua Tail:Baton Pass:Double Slap:Fury Cutter:Fury Swipes:Headbutt:Me First:Mud-Slap:Odor Sleuth:Slash:Soak:Switcheroo:Tail Slap:Dive:Ice Punch:Icy Wind:Iron Tail:Low Kick:Snore:Focus Punch:Water Pulse:Secret Power:Brine:Endure:Captivate:Natural Gift:
Cherubi,Start:Start:7:10:13:19:22:28:31:37:40:47:
420,Morning Sun:Tackle:Growth:Leech Seed:Helping Hand:Magical Leaf:Sunny Day:Worry Seed:Take Down:Solar Beam:Lucky Chant:Petal Blizzard:Toxic:Hidden Power:Sunny Day:Protect:Safeguard:Frustration:Solar Beam:Return:Double Team:Facade:Rest:Attract:Round:Energy Ball:Flash:Swords Dance:Grass Knot:Swagger:Sleep Talk:Substitute:Nature Power:Dazzling Gleam:Confide:Aromatherapy:Defense Curl:Flower Shield:Grass Whistle:Heal Pulse:Healing Wish:Natural Gift:Nature Power:Razor Leaf:Rollout:Seed Bomb:Sweet Scent:Tickle:Weather Ball:Giga Drain:Helping Hand:Snore:Synthesis:Worry Seed:Bullet Seed:Secret Power:Endure:Captivate:
Cherrim,Start:Start:Start:7:10:13:19:22:25:30:35:43:48:50:
421,Morning Sun:Tackle:Growth:Growth:Leech Seed:Helping Hand:Magical Leaf:Sunny Day:Petal Dance:Worry Seed:Take Down:Solar Beam:Lucky Chant:Petal Blizzard:Toxic:Hidden Power:Sunny Day:Hyper Beam:Protect:Safeguard:Frustration:Solar Beam:Return:Double Team:Facade:Rest:Attract:Round:Energy Ball:Giga Impact:Flash:Swords Dance:Grass Knot:Swagger:Sleep Talk:Substitute:Nature Power:Dazzling Gleam:Confide:Aromatherapy:Defense Curl:Flower Shield:Grass Whistle:Heal Pulse:Healing Wish:Natural Gift:Nature Power:Razor Leaf:Rollout:Seed Bomb:Sweet Scent:Tickle:Weather Ball:Giga Drain:Helping Hand:Seed Bomb:Sleep Talk:Snore:Synthesis:Worry Seed:Bullet Seed:Secret Power:Endure:Captivate:
Shellos,Start:2:4:7:11:16:22:29:37:46:
422,Mud-Slap:Mud Sport:Harden:Water Pulse:Mud Bomb:Hidden Power:Rain Dance:Body Slam:Muddy Water:Recover:Toxic:Hail:Hidden Power:Ice Beam:Blizzard:Protect:Rain Dance:Frustration:Return:Double Team:Facade:Rest:Attract:Round:Scald:Infestation:Swagger:Sleep Talk:Substitute:Confide:Surf:Acid Armor:Amnesia:Brine:Clear Smog:Counter:Curse:Fissure:Memento:Mirror Coat:Mist:Sludge:Spit Up:Stockpile:Swallow:Trump Card:Yawn:Dive:Earth Power:Icy Wind:Pain Split:Snore:Secret Power:Endure:Captivate:Natural Gift:Whirlpool:Ancientpower:String Shot:Headbutt:
Gastrodon,Start:Start:Start:Start:2:4:7:11:16:22:29:41:54:
423,Mud-Slap:Mud Sport:Harden:Water Pulse:Mud Sport:Harden:Water Pulse:Mud Bomb:Hidden Power:Rain Dance:Body Slam:Muddy Water:Recover:Toxic:Hail:Hidden Power:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Earthquake:Return:Dig:Double Team:Sludge Wave:Sludge Bomb:Sandstorm:Rock Tomb:Facade:Rest:Attract:Round:Scald:Giga Impact:Flash:Stone Edge:Bulldoze:Rock Slide:Infestation:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Surf:Strength:Waterfall:Acid Armor:Amnesia:Brine:Clear Smog:Counter:Curse:Fissure:Memento:Mirror Coat:Mist:Sludge:Spit Up:Stockpile:Swallow:Trump Card:Yawn:Dive:Block:Earth Power:Icy Wind:Pain Split:Snore:Secret Power:Endure:Captivate:Natural Gift:Whirlpool:Ancientpower:String Shot:Headbutt:
Ambipom,Start:Start:Start:Start:4:8:11:15:18:22:25:29:32:36:39:43:
424,Scratch:Tail Whip:Sand Attack:Astonish:Sand Attack:Astonish:Baton Pass:Tickle:Fury Swipes:Swift:Screech:Agility:Double Hit:Fling:Nasty Plot:Last Resort:Hone Claws:Toxic:Hidden Power:Sunny Day:Taunt:Hyper Beam:Protect:Rain Dance:Frustration:Solar Beam:Thunderbolt:Thunder:Return:Dig:Shadow Ball:Brick Break:Double Team:Aerial Ace:Facade:Rest:Attract:Thief:Low Sweep:Round:Fling:Acrobatics:Shadow Claw:Payback:Retaliate:Giga Impact:Thunder Wave:Dream Eater:Grass Knot:Swagger:Sleep Talk:U-turn:Substitute:Rock Smash:Power-Up Punch:Confide:Cut:Strength:Agility:Beat Up:Bounce:Counter:Covet:Double Slap:Fake Out:Pursuit:Quick Guard:Revenge:Screech:Slam:Spite:Switcheroo:Work Up:Fire Punch:Foul Play:Gunk Shot:Ice Punch:Iron Tail:Knock Off:Low Kick:Role Play:Seed Bomb:Snatch:Snore:Thunder Punch:Uproar:Focus Punch:Water Pulse:Shock Wave:Secret Power:Endure:Captivate:Natural Gift:Fury Cutter:Mud-slap:Headbutt:
Drifloon,Start:Start:4:8:13:16:20:25:27:32:32:36:40:44:50:
425,Constrict:Minimize:Astonish:Gust:Focus Energy:Payback:Ominous Wind:Stockpile:Hex:Swallow:Spit Up:Shadow Ball:Amnesia:Baton Pass:Explosion:Calm Mind:Toxic:Hidden Power:Sunny Day:Protect:Rain Dance:Frustration:Thunderbolt:Thunder:Return:Psychic:Shadow Ball:Double Team:Facade:Rest:Attract:Thief:Round:Charge Beam:Will-O-Wisp:Acrobatics:Embargo:Explosion:Payback:Flash:Thunder Wave:Gyro Ball:Psych Up:Dream Eater:Swagger:Sleep Talk:Substitute:Confide:Cut:Body Slam:Clear Smog:Defog:Destiny Bond:Disable:Haze:Hypnosis:Memento:Tailwind:Weather Ball:Telekinesis:Bind:Icy Wind:Knock Off:Magic Coat:Pain Split:Recycle:Skill Swap:Snore:Spite:Trick:Shock Wave:Secret Power:Endure:Silver Wind:Captivate:Natural Gift:Air Cutter:Sucker Punch:Swift:Mud-slap:Rollout:
Drifblim,Start:Start:Start:Start:Start:4:8:13:16:20:25:27:34:34:40:46:52:60:65:
426,Phantom Force:Constrict:Minimize:Astonish:Gust:Astonish:Gust:Focus Energy:Payback:Ominous Wind:Stockpile:Hex:Swallow:Spit Up:Shadow Ball:Amnesia:Baton Pass:Explosion:Phantom Force:Calm Mind:Toxic:Hidden Power:Sunny Day:Hyper Beam:Protect:Rain Dance:Frustration:Thunderbolt:Thunder:Return:Psychic:Shadow Ball:Double Team:Facade:Rest:Attract:Thief:Round:Charge Beam:Will-O-Wisp:Acrobatics:Embargo:Explosion:Payback:Giga Impact:Flash:Thunder Wave:Gyro Ball:Psych Up:Dream Eater:Swagger:Sleep Talk:Substitute:Confide:Cut:Fly:Body Slam:Clear Smog:Defog:Destiny Bond:Disable:Haze:Hypnosis:Memento:Tailwind:Weather Ball:Telekinesis:Bind:Icy Wind:Knock Off:Magic Coat:Pain Split:Recycle:Skill Swap:Snore:Spite:Trick:Shock Wave:Secret Power:Endure:Silver Wind:Captivate:Natural Gift:Air Cutter:Sucker Punch:Swift:Mud-slap:Rollout:
Buneary,Start:Start:Start:Start:6:10:13:16:23:26:33:36:43:46:50:56:63:
427,Defense Curl:Splash:Pound:Foresight:Endure:Baby-Doll Eyes:Frustration:Quick Attack:Jump Kick:Baton Pass:Agility:Dizzy Punch:After You:Charm:Entrainment:Bounce:Healing Wish:Toxic:Hidden Power:Sunny Day:Ice Beam:Protect:Rain Dance:Frustration:Solar Beam:Thunderbolt:Return:Dig:Shadow Ball:Double Team:Facade:Rest:Attract:Round:Fling:Charge Beam:Retaliate:Thunder Wave:Grass Knot:Swagger:Sleep Talk:Substitute:Rock Smash:Power-Up Punch:Confide:Cut:Circle Throw:Copycat:Cosmic Power:Double Hit:Encore:Fake Out:Fake Tears:Fire Punch:Flail:Focus Punch:Ice Punch:Low Kick:Mud Sport:Sky Uppercut:Sweet Kiss:Switcheroo:Teeter Dance:Thunder Punch:After You:Bounce:Covet:Drain Punch:Endeavor:Fire Punch:Heal Bell:Helping Hand:Hyper Voice:Ice Punch:Iron Tail:Last Resort:Low Kick:Magic Coat:Sleep Talk:Snore:Uproar:Water Pulse:Shock Wave:Secret Power:Captivate:Natural Gift:Swift:Mud-slap:Headbutt:
Lopunny,Start:Start:Start:Start:Start:Start:Start:Start:Start:6:13:16:23:26:33:36:43:46:53:56:63:
428,Healing Wish:Bounce:Rototiller:Mirror Coat:Magic Coat:Defense Curl:Splash:Pound:Foresight:Endure:Return:Quick Attack:Jump Kick:Baton Pass:Agility:Dizzy Punch:After You:Charm:Entrainment:Bounce:Healing Wish:Toxic:Hidden Power:Sunny Day:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Solar Beam:Thunderbolt:Thunder:Return:Dig:Shadow Ball:Double Team:Facade:Rest:Attract:Low Sweep:Round:Focus Blast:Fling:Charge Beam:Retaliate:Giga Impact:Thunder Wave:Grass Knot:Swagger:Sleep Talk:Substitute:Rock Smash:Power-Up Punch:Confide:Cut:Strength:Circle Throw:Copycat:Cosmic Power:Double Hit:Encore:Fake Out:Fake Tears:Fire Punch:Flail:Focus Punch:Ice Punch:Low Kick:Mud Sport:Sky Uppercut:Sweet Kiss:Switcheroo:Teeter Dance:Thunder Punch:After You:Bounce:Covet:Drain Punch:Endeavor:Fire Punch:Heal Bell:Helping Hand:Hyper Voice:Ice Punch:Iron Tail:Last Resort:Low Kick:Magic Coat:Sleep Talk:Snore:Uproar:Water Pulse:Shock Wave:Secret Power:Captivate:Natural Gift:Fury Cutter:Swift:Mud-slap:Headbutt:
Mismagius,Start:Start:Start:Start:Start:Start:Start:Start:
429,Power Gem:Phantom Force:Lucky Chant:Magical Leaf:Growl:Psywave:Spite:Astonish:Calm Mind:Toxic:Hidden Power:Sunny Day:Taunt:Hyper Beam:Protect:Rain Dance:Frustration:Thunderbolt:Thunder:Return:Psychic:Shadow Ball:Double Team:Aerial Ace:Torment:Facade:Rest:Attract:Thief:Round:Echoed Voice:Energy Ball:Charge Beam:Will-O-Wisp:Embargo:Payback:Giga Impact:Flash:Thunder Wave:Psych Up:Dream Eater:Swagger:Sleep Talk:Substitute:Trick Room:Dark Pulse:Dazzling Gleam:Confide:Curse:Destiny Bond:Imprison:Me First:Memento:Nasty Plot:Ominous Wind:Screech:Shadow Sneak:Skill Swap:Spite:Sucker Punch:Wonder Room:Dark Pulse:Foul Play:Heal Bell:Hyper Voice:Icy Wind:Magic Coat:Magic Room:Pain Split:Skill Swap:Sleep Talk:Snatch:Snore:Spite:Trick:Uproar:Shock Wave:Secret Power:Endure:Captivate:Natural Gift:Swift:Headbutt:
Honchkrow,Start:Start:Start:Start:Start:Start:25:35:45:55:65:75:
430,Night Slash:Sucker Punch:Astonish:Pursuit:Haze:Wing Attack:Swagger:Nasty Plot:Foul Play:Night Slash:Quash:Dark Pulse:Calm Mind:Toxic:Hidden Power:Sunny Day:Taunt:Hyper Beam:Protect:Rain Dance:Roost:Frustration:Return:Psychic:Shadow Ball:Double Team:Aerial Ace:Torment:Facade:Rest:Attract:Thief:Round:Steel Wing:Incinerate:Quash:Embargo:Payback:Retaliate:Giga Impact:Thunder Wave:Psych Up:Dream Eater:Swagger:Sleep Talk:Substitute:Snarl:Dark Pulse:Confide:Fly:Assurance:Brave Bird:Confuse Ray:Drill Peck:Feather Dance:Feint Attack:Flatter:Mirror Move:Perish Song:Psycho Shift:Roost:Screech:Sky Attack:Whirlwind:Wing Attack:Pluck:Heat Wave:Icy Wind:Snatch:Spite:Superpower:Tailwind:Uproar:Secret Power:Endure:Captivate:Natural Gift:Defog:Air Cutter:Ominous Wind:Sucker Punch:Swift:Mud-slap:Twister:
Glameow,Start:5:8:13:17:20:25:29:32:37:41:44:48:50:
431,Fake Out:Scratch:Growl:Hypnosis:Feint Attack:Fury Swipes:Charm:Assist:Captivate:Slash:Sucker Punch:Attract:Hone Claws:Play Rough:Hone Claws:Toxic:Hidden Power:Sunny Day:Taunt:Protect:Rain Dance:Frustration:Thunderbolt:Thunder:Return:Dig:Shadow Ball:Double Team:Aerial Ace:Torment:Facade:Rest:Attract:Thief:Round:Echoed Voice:Shadow Claw:Payback:Retaliate:Flash:Psych Up:Dream Eater:Swagger:Sleep Talk:U-turn:Substitute:Confide:Cut:Assurance:Bite:Fake Tears:Flail:Last Resort:Quick Attack:Sand Attack:Snatch:Tail Whip:Wake-Up Slap:Covet:Foul Play:Hyper Voice:Iron Tail:Knock Off:Last Resort:Sleep Talk:Snatch:Snore:Super Fang:Shock Wave:Secret Power:Endure:Natural Gift:Fury Cutter:Swift:Mud-slap:Headbutt:
Purugly,Start:Start:Start:5:8:13:17:20:25:29:32:37:38:45:52:60:
432,Fake Out:Scratch:Growl:Scratch:Growl:Hypnosis:Feint Attack:Fury Swipes:Charm:Assist:Captivate:Slash:Swagger:Body Slam:Attract:Hone Claws:Hone Claws:Roar:Toxic:Hidden Power:Sunny Day:Taunt:Hyper Beam:Protect:Rain Dance:Frustration:Thunderbolt:Thunder:Return:Dig:Shadow Ball:Double Team:Aerial Ace:Torment:Facade:Rest:Attract:Thief:Round:Echoed Voice:Shadow Claw:Payback:Retaliate:Giga Impact:Flash:Psych Up:Bulldoze:Dream Eater:Swagger:Sleep Talk:U-turn:Substitute:Confide:Cut:Assurance:Bite:Fake Tears:Flail:Last Resort:Quick Attack:Sand Attack:Snatch:Tail Whip:Wake-Up Slap:Covet:Foul Play:Hyper Voice:Iron Tail:Knock Off:Last Resort:Sleep Talk:Snatch:Snore:Super Fang:Water Pulse:Shock Wave:Secret Power:Endure:Natural Gift:Fury Cutter:Sucker Punch:Swift:Mud-slap:Rollout:Headbutt:
Chingling,Start:6:9:14:17:22:25:
433,Wrap:Growl:Astonish:Confusion:Uproar:Last Resort:Entrainment:Psyshock:Calm Mind:Toxic:Hidden Power:Sunny Day:Taunt:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Return:Psychic:Shadow Ball:Double Team:Reflect:Torment:Facade:Rest:Attract:Round:Echoed Voice:Charge Beam:Flash:Thunder Wave:Psych Up:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Trick Room:Dazzling Gleam:Confide:Cosmic Power:Curse:Disable:Future Sight:Hypnosis:Recover:Skill Swap:Stored Power:Wish:Telekinesis:Bind:Gravity:Heal Bell:Helping Hand:Hyper Voice:Icy Wind:Knock Off:Magic Coat:Recycle:Signal Beam:Snatch:Snore:Trick:Zen Headbutt:Shock Wave:Secret Power:Endure:Captivate:Natural Gift:Swift:Rollout:
Stunky,Start:Start:4:7:10:14:18:22:27:32:37:43:46:49:
434,Scratch:Focus Energy:Poison Gas:Screech:Fury Swipes:Smokescreen:Feint:Slash:Toxic:Acid Spray:Night Slash:Memento:Belch:Explosion:Hone Claws:Roar:Toxic:Venoshock:Hidden Power:Sunny Day:Taunt:Protect:Rain Dance:Frustration:Return:Dig:Shadow Ball:Double Team:Flamethrower:Sludge Bomb:Fire Blast:Torment:Facade:Rest:Attract:Thief:Round:Incinerate:Explosion:Shadow Claw:Payback:Swagger:Sleep Talk:Substitute:Rock Smash:Snarl:Dark Pulse:Confide:Cut:Astonish:Crunch:Double-Edge:Flame Burst:Foul Play:Haze:Iron Tail:Leer:Play Rough:Punishment:Pursuit:Scary Face:Smog:Snatch:Snore:Secret Power:Endure:Captivate:Natural Gift:Defog:Fury Cutter:Sucker Punch:Swift:Mud-slap:Headbutt:
Skuntank,Start:Start:Start:4:7:10:14:18:22:27:32:34:41:51:56:61:
435,Scratch:Focus Energy:Poison Gas:Poison Gas:Screech:Fury Swipes:Smokescreen:Feint:Slash:Toxic:Acid Spray:Flamethrower:Night Slash:Memento:Belch:Explosion:Hone Claws:Roar:Toxic:Venoshock:Hidden Power:Sunny Day:Taunt:Hyper Beam:Protect:Rain Dance:Frustration:Return:Dig:Shadow Ball:Double Team:Flamethrower:Sludge Bomb:Fire Blast:Torment:Facade:Rest:Attract:Thief:Round:Incinerate:Explosion:Shadow Claw:Payback:Giga Impact:Poison Jab:Swagger:Sleep Talk:Substitute:Rock Smash:Snarl:Dark Pulse:Confide:Cut:Strength:Astonish:Crunch:Double-Edge:Flame Burst:Foul Play:Haze:Iron Tail:Leer:Play Rough:Punishment:Pursuit:Scary Face:Snatch:Snore:Secret Power:Endure:Captivate:Natural Gift:Defog:Fury Cutter:Sucker Punch:Swift:Mud-slap:Headbutt:
Bronzor,Start:Start:5:9:11:15:19:21:25:29:31:35:39:41:45:49:
436,Tackle:Confusion:Hypnosis:Imprison:Confuse Ray:Psywave:Iron Defense:Feint Attack:Safeguard:Future Sight:Metal Sound:Gyro Ball:Extrasensory:Payback:Heal Block:Heavy Slam:Psyshock:Calm Mind:Toxic:Hidden Power:Sunny Day:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Solar Beam:Earthquake:Return:Psychic:Shadow Ball:Double Team:Reflect:Sandstorm:Rock Tomb:Facade:Rest:Round:Charge Beam:Payback:Rock Polish:Flash:Gyro Ball:Psych Up:Bulldoze:Rock Slide:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Flash Cannon:Trick Room:Confide:Telekinesis:Gravity:Recycle:Signal Beam:Skill Swap:Snore:Stealth Rock:Trick:Wonder Room:Secret Power:Endure:Natural Gift:Ancientpower:Rollout:Magic Coat:
Bronzong,Start:Start:Start:Start:Start:Start:5:9:11:15:19:21:25:29:31:33:36:42:46:52:58:
437,Sunny Day:Rain Dance:Tackle:Confusion:Hypnosis:Imprison:Hypnosis:Imprison:Confuse Ray:Psywave:Iron Defense:Feint Attack:Safeguard:Future Sight:Metal Sound:Block:Gyro Ball:Extrasensory:Payback:Heal Block:Heavy Slam:Psyshock:Calm Mind:Toxic:Hidden Power:Sunny Day:Hyper Beam:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Solar Beam:Earthquake:Return:Psychic:Shadow Ball:Double Team:Reflect:Sandstorm:Rock Tomb:Facade:Rest:Round:Charge Beam:Explosion:Payback:Giga Impact:Rock Polish:Flash:Gyro Ball:Psych Up:Bulldoze:Rock Slide:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Flash Cannon:Trick Room:Rock Smash:Confide:Strength:Telekinesis:Gravity:Iron Head:Recycle:Signal Beam:Skill Swap:Snore:Stealth Rock:Trick:Wonder Room:Zen Headbutt:Secret Power:Endure:Natural Gift:Ancientpower:Rollout:Magic Coat:
Bonsly,Start:Start:5:8:12:15:19:22:26:29:33:36:40:
438,Fake Tears:Copycat:Flail:Low Kick:Rock Throw:Mimic:Feint Attack:Rock Tomb:Block:Rock Slide:Counter:Sucker Punch:Double-Edge:Calm Mind:Toxic:Hidden Power:Sunny Day:Protect:Frustration:Smack Down:Return:Dig:Brick Break:Double Team:Sandstorm:Rock Tomb:Facade:Rest:Attract:Thief:Round:Explosion:Rock Polish:Psych Up:Rock Slide:Swagger:Sleep Talk:Substitute:Nature Power:Confide:Curse:Defense Curl:Endure:Harden:Headbutt:Rollout:Sand Tomb:Self-Destruct:Stealth Rock:Slam:After You:Covet:Earth Power:Foul Play:Helping Hand:Role Play:Snore:Uproar:Secret Power:Captivate:Natural Gift:
Mime Jr.,Start:Start:Start:4:8:11:15:18:22:22:25:29:32:36:39:43:46:50:
439,Tickle:Barrier:Confusion:Copycat:Meditate:Double Slap:Mimic:Encore:Light Screen:Reflect:Psybeam:Substitute:Recycle:Trick:Psychic:Role Play:Baton Pass:Safeguard:Mud-slap:Headbutt:Psyshock:Calm Mind:Toxic:Hidden Power:Sunny Day:Taunt:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Solar Beam:Thunderbolt:Thunder:Return:Psychic:Shadow Ball:Brick Break:Double Team:Reflect:Torment:Facade:Rest:Attract:Thief:Round:Fling:Charge Beam:Flash:Thunder Wave:Psych Up:Infestation:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Trick Room:Confide:Charm:Confuse Ray:Fake Out:Future Sight:Healing Wish:Hypnosis:Icy Wind:Magic Room:Mimic:Nasty Plot:Power Split:Teeter Dance:Trick:Wake-Up Slap:Telekinesis:Covet:Drain Punch:Helping Hand:Magic Coat:Signal Beam:Skill Swap:Snatch:Snore:Uproar:Wonder Room:Focus Punch:Shock Wave:Secret Power:Endure:Captivate:Natural Gift:
Happiny,Start:Start:5:9:12:
440,Pound:Charm:Copycat:Refresh:Sweet Kiss:Toxic:Hail:Hidden Power:Sunny Day:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Solar Beam:Return:Psychic:Shadow Ball:Double Team:Flamethrower:Fire Blast:Facade:Rest:Attract:Round:Echoed Voice:Fling:Incinerate:Flash:Thunder Wave:Psych Up:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Confide:Aromatherapy:Counter:Endure:Gravity:Heal Bell:Helping Hand:Last Resort:Metronome:Mud Bomb:Natural Gift:Present:Work Up:Covet:Drain Punch:Endeavor:Hyper Voice:Icy Wind:Recycle:Snore:Uproar:Zen Headbutt:Water Pulse:Shock Wave:Secret Power:Captivate:Mud-slap:Rollout:Magic Coat:Headbutt:
Chatot,Start:Start:Start:Start:5:9:13:17:21:25:29:33:37:41:45:49:50:57:
441,Chatter:Confide:Taunt:Peck:Growl:Mirror Move:Sing:Fury Attack:Chatter:Taunt:Round:Mimic:Echoed Voice:Roost:Uproar:Synchronoise:Feather Dance:Hyper Voice:Toxic:Hidden Power:Sunny Day:Taunt:Protect:Rain Dance:Roost:Frustration:Return:Double Team:Aerial Ace:Torment:Facade:Rest:Attract:Thief:Round:Echoed Voice:Steel Wing:Swagger:Sleep Talk:U-turn:Substitute:Confide:Fly:Agility:Air Cutter:Boomburst:Defog:Encore:Nasty Plot:Night Shade:Sleep Talk:Steel Wing:Supersonic:Work Up:Pluck:Heat Wave:Role Play:Sky Attack:Snore:Tailwind:Secret Power:Endure:Captivate:Natural Gift:Ominous Wind:Swift:Mud-slap:Twister:
Spiritomb,Start:Start:Start:Start:Start:7:13:19:25:31:37:43:49:
